inventory_id,snapshot_month,item_type,item_id,item_code,item_name,warehouse_id,warehouse_name,batch_number,quantity,unit_price,total_price,earliest_storage_date,max_storage_age,storage_reason,storage_note,consumption_path,created_date,status,movement_type,source_doc_type,source_doc_number,last_update_date,month_end_date,month_end_qty,month_end_variance,shortage_flag
INV0000089,2023-05,Material,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,电子材料仓,BN230501-001,2519,409.76,1032175.9,2023-02-18,72,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2519.0,0,否
INV0000090,2023-05,Material,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,电子材料仓,BN230501-001,2790,349.12,974057.94,2023-02-07,83,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2792.0,2,否
INV0000091,2023-05,Material,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,电子材料仓,BN230501-001,4209,608.23,2560057.76,2023-03-04,58,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4209.0,0,否
INV0000092,2023-05,Material,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,电子材料仓,BN230501-001,4269,2898.81,12375003.23,2023-03-24,38,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4271.0,2,否
INV0000093,2023-05,Material,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,BN230501-001,2483,2101.93,5219097.97,2023-04-14,17,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2483.0,0,否
INV0000094,2026-05,Material,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,BN230501-001,4085.0,1588.69,5758985.05,2023-02-17,73,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-202605-0272,2026-05-03,2026-03-31,4085.0,0,否
INV0000095,2023-05,Material,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,BN230501-001,2947,3583.8,10561450.01,2023-01-29,92,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2945.0,-2,否
INV0000096,2026-05,Material,M0075,PART-4G-MODULE,4G通信模块,WH002,电子材料仓,BN230501-001,3471.0,663.08,1923602.7,2023-03-05,57,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-202605-0290,2026-05-12,2026-03-31,3471.0,0,否
INV0000097,2023-05,Material,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,BN230501-001,3755,1587.72,5961904.41,2023-02-25,65,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3755.0,0,否
INV0000098,2023-05,Material,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,WH004,机电仓,BN230501-001,2652,56.48,149795.91,2023-04-15,16,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2652.0,0,否
INV0000099,2023-05,Material,M0078,PART-ESC-30A,30A电调,WH004,机电仓,BN230501-001,3704,4980.52,18447850.8,2023-02-11,79,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3701.0,-3,否
INV0000100,2023-05,Material,M0079,PART-PROP-9045,9045塑料螺旋桨,WH004,机电仓,BN230501-001,2553,2534.36,6470232.88,2023-03-28,34,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2548.0,-5,否
INV0000101,2023-05,Material,M0080,PART-CABLE-ESC,电调连接线,WH004,机电仓,BN230501-001,2678,4405.51,11797961.74,2023-03-11,51,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2673.0,-5,否
INV0000102,2023-05,Material,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,BN230501-001,2830,1432.09,4052806.44,2023-03-08,54,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2830.0,0,否
INV0000103,2023-05,Material,M0082,PART-ESC-40A,40A电调,WH004,机电仓,BN230501-001,3320,3520.66,11688605.23,2023-02-14,76,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3320.0,0,否
INV0000104,2023-05,Material,M0083,PART-PROP-9450-CF,9450碳纤维螺旋桨,WH004,机电仓,BN230501-001,3684,3273.34,12058991.28,2023-01-11,110,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3681.0,-3,否
INV0000105,2023-05,Material,M0084,PART-CABLE-ESC-SIL,硅胶电调线,WH004,机电仓,BN230501-001,2416,2777.47,6710356.38,2023-01-10,111,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2414.0,-2,否
INV0000106,2023-05,Material,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,WH004,机电仓,BN230501-001,2904,4695.26,13635037.13,2023-04-11,20,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2904.0,0,否
INV0000107,2023-05,Material,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,机电仓,BN230501-001,2682,4449.67,11934005.31,2023-04-10,21,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2679.0,-3,否
INV0000108,2023-05,Material,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,WH004,机电仓,BN230501-001,3959,1369.02,5419940.6,2023-04-05,26,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3959.0,0,否
INV0000109,2023-05,Material,M0088,PART-CABLE-ESC-HD,加强型电调线,WH004,机电仓,BN230501-001,3670,1720.97,6315969.57,2023-01-23,98,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3669.0,-1,否
INV0000110,2023-05,Material,M0089,PART-BAT-6S-10000,6S10000mAh智能电池,WH003,配件仓,BN230501-001,1281,1327.28,1700245.26,2023-01-05,116,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,1279.0,-2,否
INV0000111,2023-05,Material,M0090,COMP-BAT-MANAGER,双电池管理模块,WH003,配件仓,BN230501-001,3425,263.49,902441.19,2023-01-06,115,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3430.0,5,否
INV0000112,2023-05,Material,M0091,COMP-BAT-MOUNT,电池固定架,WH003,配件仓,BN230501-001,3731,1390.63,5188456.64,2023-01-08,113,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3736.0,5,否
INV0000113,2023-05,Material,M0092,PART-MCU-STM32F427,STM32F427主控芯片,WH002,电子材料仓,BN230501-001,2407,662.79,1595335.79,2023-01-16,105,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2408.0,1,否
INV0000114,2023-05,Material,M0093,PART-PCB-FC-4L,4层飞控PCB板,WH002,电子材料仓,BN230501-001,4457,3708.74,16529864.13,2023-04-04,27,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4457.0,0,否
INV0000115,2023-05,Material,M0094,PART-CRYSTAL-8M,8MHz晶振,WH002,电子材料仓,BN230501-001,3558,2808.93,9994156.06,2023-03-01,61,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3558.0,0,否
INV0000116,2023-05,Material,M0095,PART-CRYSTAL-32K,32.768KHz晶振,WH002,电子材料仓,BN230501-001,2634,3458.19,9108866.99,2023-01-01,120,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2637.0,3,否
INV0000117,2023-05,Material,M0096,PART-POWER-REG-5V,5V稳压芯片,WH002,电子材料仓,BN230501-001,2713,4174.63,11325768.88,2023-04-20,11,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2708.0,-5,否
INV0000118,2023-05,Material,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,WH002,电子材料仓,BN230501-001,3623,2154.64,7806245.13,2023-04-06,25,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3623.0,0,否
INV0000119,2023-05,Material,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,BN230501-001,2487,4495.92,11181347.14,2023-03-09,53,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2487.0,0,否
INV0000120,2023-05,Material,M0099,PART-RES-SMD-0402,0402贴片电阻,WH002,电子材料仓,BN230501-001,4071,209.08,851146.12,2023-01-04,117,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4068.0,-3,否
INV0000121,2023-05,Material,M0100,PART-CAP-SMD-0402,0402贴片电容,WH002,电子材料仓,BN230501-001,3151,1255.15,3954988.36,2023-01-27,94,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3154.0,3,否
INV0000122,2023-05,Material,M0101,PART-MCU-STM32H743,STM32H743高性能芯片,WH002,电子材料仓,BN230501-001,2615,2803.82,7331986.06,2023-01-15,106,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2617.0,2,否
INV0000123,2023-05,Material,M0102,PART-PCB-FC-6L,6层飞控PCB板,WH002,电子材料仓,BN230501-001,4236,3749.89,15884547.93,2023-02-04,86,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4237.0,1,否
INV0000124,2023-05,Material,M0103,PART-CRYSTAL-25M,25MHz晶振,WH002,电子材料仓,BN230501-001,4344,4324.38,18785117.25,2023-03-25,37,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4349.0,5,否
INV0000125,2023-05,Material,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,WH002,电子材料仓,BN230501-001,4450,893.49,3976036.41,2023-01-11,110,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4450.0,0,否
INV0000126,2023-05,Material,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,WH002,电子材料仓,BN230501-001,3265,3685.46,12033016.17,2023-04-02,29,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3264.0,-1,否
INV0000127,2023-05,Material,M0106,PART-RES-SMD-0201,0201贴片电阻,WH002,电子材料仓,BN230501-001,3097,4013.15,12428735.9,2023-03-03,59,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,3095.0,-2,否
INV0000128,2023-05,Material,M0107,PART-CAP-SMD-0201,0201贴片电容,WH002,电子材料仓,BN230501-001,4214,1248.35,5260566.0,2023-01-11,110,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4215.0,1,否
INV0000129,2026-05,Material,M0108,PART-MCU-STM32H753,STM32H753双核芯片,WH002,电子材料仓,BN230501-001,3763.0,549.4,1502051.88,2023-01-25,96,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-2026B-0342,2026-05-02,2026-03-31,3762.0,-1,否
INV0000130,2026-04,Material,M0109,PART-PCB-FC-8L,8层飞控PCB板,WH002,电子材料仓,BN230501-001,5283.0,2358.74,9979842.5,2023-01-05,116,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-2026B-0348,2026-04-04,2026-03-31,5281.0,-2,否
INV0000131,2026-05,Material,M0110,PART-FPGA-ICE40,ICE40 FPGA,WH002,电子材料仓,BN230501-001,2994.0,1754.8,4946768.62,2023-02-25,65,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-2026B-0333,2026-05-03,2026-03-31,2994.0,0,否
INV0000132,2026-04,Material,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,WH002,电子材料仓,BN230501-001,7519.0,1145.7,4723727.21,2023-01-03,118,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-2026B-0350,2026-04-04,2026-03-31,7521.0,2,否
INV0000133,2023-05,Material,M0112,RAW-ABS-PELLET,ABS塑料粒子,WH005,原材料仓,BN230501-001,4082,1998.35,8157245.24,2023-03-31,31,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4082.0,0,否
INV0000134,2023-05,Material,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,WH005,原材料仓,BN230501-001,4975,4834.78,24053013.73,2023-04-16,15,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,4973.0,-2,否
INV0000135,2023-05,Material,M0114,PART-SCREW-M2.5-8,M2.5x8螺钉,WH002,电子材料仓,BN230501-001,2986,2551.93,7620075.88,2023-02-01,89,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2986.0,0,否
INV0000136,2023-05,Material,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,WH005,原材料仓,BN230501-001,6378,2685.72,17129499.87,2023-01-07,114,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,6373.0,-5,否
INV0000137,2026-05,Material,M0116,PART-PCB-2L,2层PCB板,WH002,电子材料仓,BN230501-001,4552.0,4386.42,19177435.56,2023-04-10,21,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-202605-0321,2026-05-03,2026-03-31,4553.0,1,否
INV0000138,2023-05,Material,M0117,PART-MOSFET-DUAL,双路MOSFET,WH002,电子材料仓,BN230501-001,2948,4813.05,14188860.3,2023-02-09,81,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,2948.0,0,否
INV0000139,2026-05,Material,M0118,PART-MCU-STM32F103,STM32F103控制芯片,WH002,电子材料仓,BN230501-001,3527.0,2986.89,8832235.39,2023-04-11,20,采购入库,PO-202305001,生产领用,2023-05-31,Active,IN,采购入库,PO-202605-0322,2026-05-05,2026-03-31,3532.0,5,否
INV0000140,2023-05,Material,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,WH005,原材料仓,BN230501-001,5209,1575.25,8205476.2,2023-01-14,107,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,5210.0,1,否
INV0000141,2023-05,Material,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH005,原材料仓,BN230501-001,6121,587.07,3593470.54,2023-02-18,72,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,6121.0,0,否
INV0000142,2023-05,Material,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,WH005,原材料仓,BN230501-001,7148,1281.07,9157054.8,2023-03-31,31,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,7148.0,0,否
INV0000143,2023-05,Material,M0122,RAW-COPPER-WIRE,铜漆包线,WH005,原材料仓,BN230501-001,6480,2604.4,16876528.45,2023-04-24,7,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,6480.0,0,否
INV0000144,2023-05,Material,M0123,RAW-AL-ALLOY,铝合金材料,WH005,原材料仓,BN230501-001,6822,3599.96,24558897.76,2023-01-27,94,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,6827.0,5,否
INV0000145,2023-05,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,WH005,原材料仓,BN230501-001,6596,993.21,6551182.12,2023-01-29,92,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,6594.0,-2,否
INV0000146,2023-05,Material,M0125,RAW-FR4-CCL,FR4覆铜板,WH005,原材料仓,BN230501-001,5509,4604.65,25366997.97,2023-01-29,92,采购入库,PO-202305001,生产领用,2023-05-31,Active,,,,,2026-03-31,5509.0,0,否
INV0000147,2026-03,Material,M0023,ASSY-PWR-TQ,高扭矩动力系统总成,WH002,电子材料仓,MB2603-147,800,397.35,,2026-03-05,10,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,797.0,-3,否
INV0000148,2026-04,Material,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH002,电子材料仓,MB2603-148,297.0,503.82,,2026-03-05,60,采购入库,,生产领用,2026-03-31,Active,IN,采购入库,PO-202604-0254,2026-04-09,2026-03-31,302.0,5,否
INV0000149,2026-03,Material,M0027,PART-RADAR-ALT,雷达测高仪,WH004,惠州天翼机电半成品仓库,MB2603-149,800,55.5,,2026-03-05,30,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,800.0,0,否
INV0000150,2026-03,Material,M0083,PART-PROP-9450-CF,9450碳纤维螺旋桨,WH001,深圳天翼中央成品仓库,MB2603-150,300,425.65,,2026-03-05,60,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,305.0,5,否
INV0000151,2026-03,Material,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,电子材料仓,MB2603-151,0,546.96,,2026-03-05,60,采购入库,欠料,生产领用,2026-03-31,Shortage,,,,,2026-03-31,-1.0,-1,是
INV0000152,2026-03,Material,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH004,惠州天翼机电半成品仓库,MB2603-152,120,93.68,,2026-03-05,30,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,117.0,-3,否
INV0000153,2026-03,Material,M0095,PART-CRYSTAL-32K,32.768KHz晶振,WH002,电子材料仓,MB2603-153,300,7.58,,2026-03-05,60,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,297.0,-3,否
INV0000154,2026-03,Material,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH001,深圳天翼中央成品仓库,MB2603-154,120,777.65,,2026-03-05,10,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,118.0,-2,否
INV0000155,2026-03,Material,M0006,PART-RC-BASIC,基础遥控器,WH001,深圳天翼中央成品仓库,MB2603-155,0,697.06,,2026-03-05,30,采购入库,欠料,生产领用,2026-03-31,Shortage,,,,,2026-03-31,-2.0,-2,是
INV0000156,2026-03,Material,M0092,PART-MCU-STM32F427,STM32F427主控芯片,WH001,深圳天翼中央成品仓库,MB2603-156,800,489.13,,2026-03-05,10,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,801.0,1,否
INV0000157,2026-03,Material,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,惠州天翼机电半成品仓库,MB2603-157,50,433.81,,2026-03-05,60,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,50.0,0,否
INV0000158,2026-03,Material,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,MB2603-158,800,262.7,,2026-03-05,10,采购入库,,生产领用,2026-03-31,Active,,,,,2026-03-31,802.0,2,否
INV0000159,2026-04,Material,,PART-BAT-12S-16000,12S16000mAh工业电池,WH002,电子材料仓,MB2604-159,520.0,311.01,,2026-04-03,30,期初,,生产领用,2026-04-03,Active,IN,采购入库,PO-202604-0249,2026-04-03,2026-03-31,522.0,2,否
INV0000160,2026-05,Material,,PART-RC-IND,工业遥控器,WH002,电子材料仓,MB2605-160,2616.0,192.27,,2026-05-05,30,期初,,生产领用,2026-05-05,Active,IN,采购入库,PO-202605-0312,2026-05-12,2026-03-31,2615.0,-1,否
INV0000161,2026-04,Material,,RAW-LIPO-CELL,锂聚合物电芯,WH002,电子材料仓,MB2604-161,3019.0,141.17,,2026-04-07,30,期初,,生产领用,2026-04-07,Active,IN,采购入库,PO-2026B-0339,2026-04-10,2026-03-31,3018.0,-1,否
INV0000162,2026-04,Material,,RAW-AL-ALLOY,铝合金材料,WH002,电子材料仓,MB2604-162,2552.0,731.93,,2026-04-03,30,期初,,生产领用,2026-04-03,Active,IN,采购入库,PO-2026B-0351,2026-04-03,2026-03-31,2551.0,-1,否
INV0000163,2026-04,Material,,PART-MOTOR-5010-PRO,5010重载无刷电机,WH002,电子材料仓,MB2604-163,2496.0,466.57,,2026-04-03,30,期初,,生产领用,2026-04-03,Active,IN,采购入库,PO-202604-0280,2026-04-03,2026-03-31,2496.0,0,否
INV0000164,2026-04,Material,,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,WH002,电子材料仓,MB2604-164,3601.0,555.2,,2026-04-07,30,期初,,生产领用,2026-04-07,Active,IN,采购入库,PO-202604-0301,2026-04-07,2026-03-31,3601.0,0,否
INV0000165,2026-05,Material,,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH002,电子材料仓,MB2605-165,2400.0,446.92,,2026-05-07,30,期初,,生产领用,2026-05-07,Active,IN,采购入库,PO-202605-0315,2026-05-07,2026-03-31,2398.0,-2,否
INV0000166,2026-04,Material,,PART-ESC-60A,60A电调,WH002,电子材料仓,MB2605-166,1021.0,313.0,,2026-05-05,30,期初,,生产领用,2026-05-05,Active,IN,采购入库,PO-2026B-0338,2026-04-10,2026-03-31,1024.0,3,否
INV0000167,2026-05,Material,,RAW-NEODYMIUM,钕铁硼磁性材料,WH002,电子材料仓,MB2604-167,124.0,587.98,,2026-04-12,30,期初,,生产领用,2026-04-12,Active,IN,采购入库,PO-2026B-0360,2026-05-10,2026-03-31,121.0,-3,否
INV0000168,2026-05,Material,,RAW-COPPER-WIRE,铜漆包线,WH002,电子材料仓,MB2604-168,558.0,465.38,,2026-04-09,30,期初,,生产领用,2026-04-09,Active,IN,采购入库,PO-202605-0320,2026-05-09,2026-03-31,560.0,2,否
INV0000169,2026-05,Material,,PART-SPRAYER-20L,20升智能喷洒系统,WH002,电子材料仓,MB2605-169,497.0,627.16,,2026-05-07,30,期初,,生产领用,2026-05-07,Active,IN,采购入库,PO-202605-0270,2026-05-07,2026-03-31,494.0,-3,否
INV0000170,2026-04,Material,,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH002,电子材料仓,MB2605-170,3.0,532.65,,2026-05-05,30,期初,欠料,生产领用,2026-05-05,Shortage,IN,采购入库,PO-202604-0308,2026-04-03,2026-03-31,-2.0,-5,是
INV0000171,2026-05,Material,,PART-BAT-12S-22000,12S22000mAh重载电池,WH002,电子材料仓,MB2605-171,1200.0,673.05,,2026-05-09,30,期初,,生产领用,2026-05-09,Active,IN,采购入库,PO-202605-0289,2026-05-09,2026-03-31,1200.0,0,否
INV0000172,2026-04,Material,,PART-ESC-50A-FOC,50A FOC电调,WH002,电子材料仓,MB2604-172,2462.0,357.12,,2026-04-03,30,期初,,生产领用,2026-04-03,Active,IN,采购入库,PO-202604-0302,2026-04-03,2026-03-31,2463.0,1,否
INV0000173,2026-05,Material,,PART-CABLE-ESC-HD,加强型电调线,WH002,电子材料仓,MB2604-173,6756.0,132.49,,2026-04-09,30,期初,,生产领用,2026-04-09,Active,IN,采购入库,PO-2026B-0329,2026-05-10,2026-03-31,6757.0,1,否
INV0000174,2026-04,Material,,PART-BAT-6S-10000,6S10000mAh智能电池,WH002,电子材料仓,MB2604-174,570.0,128.37,,2026-04-05,30,期初,,生产领用,2026-04-05,Active,IN,采购入库,PO-2026B-0347,2026-04-10,2026-03-31,571.0,1,否
INV0000175,2026-04,Material,,PART-PROP-1755-CF,1755碳纤维螺旋桨,WH002,电子材料仓,MB2605-175,4777.0,581.3,,2026-05-09,30,期初,,生产领用,2026-05-09,Active,IN,采购入库,PO-2026B-0328,2026-04-08,2026-03-31,4772.0,-5,否
INV0000176,2026-05,Material,,RAW-FR4-CCL,FR4覆铜板,WH002,电子材料仓,MB2605-176,43.0,142.33,,2026-05-12,30,期初,,生产领用,2026-05-12,Active,IN,采购入库,PO-2026B-0361,2026-05-02,2026-03-31,41.0,-2,否
INV0000177,2026-04,Product,,ASSY-FC-RTK,RTK高精度飞控总成,WH001,中央成品仓,MB2605-177,730.0,527.18,,2026-05-24,30,期初,,销售出库,2026-05-24,Active,IN,生产入库,MO-202604-0093,2026-04-24,2026-03-31,727.0,-3,否
INV0000178,2026-05,Product,,ASSY-PWR-TQ,高扭矩动力系统总成,WH001,中央成品仓,MB2605-178,460.0,500.41,,2026-05-24,30,期初,,销售出库,2026-05-24,Active,IN,生产入库,MO-202605-0088,2026-05-24,2026-03-31,459.0,-1,否
INV0000179,2026-05,Product,,COMP-FC-PCB-R1,RTK飞控主板,WH001,中央成品仓,MB2605-179,460.0,57.0,,2026-05-22,30,期初,,销售出库,2026-05-22,Active,IN,生产入库,MO-202605-0092,2026-05-22,2026-03-31,462.0,2,否
INV0000180,2026-04,Product,,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH001,中央成品仓,MB2604-180,1444.0,629.61,,2026-04-26,30,期初,,销售出库,2026-04-26,Active,IN,生产入库,MO-202604-0097,2026-04-26,2026-03-31,1449.0,5,否
INV0000181,2023-05,Material,,PART-CAM-FIX-12MP,1200万像素固定相机,WH003,深圳天翼配件仓库,MB2305-181,-1127.0,81.37,,2023-05-04,30,期初,欠料,生产领用,2023-05-04,Shortage,OUT,领料出库,REQ-MO202305001-P0001-30,2023-05-04,2026-03-31,-1126.0,1,是
INV0000182,2023-05,Material,,PART-CAM-FIX-20MP,2000万像素固定相机,WH003,深圳天翼配件仓库,MB2305-182,-1179.0,761.0,,2023-05-09,30,期初,欠料,生产领用,2023-05-09,Shortage,OUT,领料出库,REQ-MO202305002-P0002-30,2023-05-09,2026-03-31,-1182.0,-3,是
INV0000183,2023-05,Material,,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH003,深圳天翼配件仓库,MB2305-183,-457.0,128.48,,2023-05-05,30,期初,欠料,生产领用,2023-05-05,Shortage,OUT,领料出库,REQ-MO202305003-P0003-30,2023-05-05,2026-03-31,-459.0,-2,是
INV0000184,2023-05,Material,,PART-AVOID-VISION,视觉避障系统,WH003,深圳天翼配件仓库,MB2305-184,-457.0,594.1,,2023-05-05,30,期初,欠料,生产领用,2023-05-05,Shortage,OUT,领料出库,REQ-MO202305003-P0003-70,2023-05-05,2026-03-31,-456.0,1,是
