purchase_order_id,purchase_order_number,document_date,supplier_id,supplier_name,material_id,material_code,material_name,purchase_quantity,unit_price_tax,total_amount_tax,unit_price_no_tax,total_amount_no_tax,tax_rate,document_status,required_date,planned_arrival_date,accumulated_arrival_tax,accumulated_storage_tax,payment_terms,supplier_level,risk_level,buyer,created_date,status,srcbillid,srcbillentryid,customer_id,customer_name,sales_order_number,project_name,delivery_batch,total_batches
PO0000295,PO-202605-0295,2026-05-05,SUP-001,索尼半导体解决方案,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,0,865.76,,,,0.13,已收货,2026-05-12,2026-05-17,,,月结30天,战略,高,陈婷,2026-05-01,Active,PR00065,PR-202605-0065-1,10164,青岛环保环保工程有限公司,SO-202605-00004,青岛环保环保工程有限公司无人机采购项目,1,2
PO0000296,PO-202604-0296,2026-04-03,SUP-001,索尼半导体解决方案,M0023,ASSY-PWR-TQ,高扭矩动力系统总成,410,917.83,,,,0.13,已收货,2026-04-15,2026-04-17,,,月结60天,普通,高,王磊,2026-04-01,Active,PR00067,PR-202604-0067-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000297,PO-202604-0297,2026-04-05,SUP-003,索尼半导体解决方案,M0025,PART-RC-IND,工业遥控器,361,699.2,,,,0.13,已下达,2026-04-18,2026-04-14,,,月结60天,核心,中,张敏,2026-04-01,Active,PR00068,PR-202604-0068-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000298,PO-202604-0298,2026-04-12,SUP-021,德州仪器（TI）中国代理,M0026,PART-SPRAYER-16L,16升智能喷洒系统,410,848.53,,,,0.13,已下达,2026-04-18,2026-04-14,,,月结60天,战略,低,陈婷,2026-04-01,Active,PR00069,PR-202604-0069-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000299,PO-202604-0299,2026-04-07,SUP-002,德州仪器（TI）中国代理,M0059,PART-DAMPER-HARD,硬质减震球,1642,400.91,,,,0.13,执行中,2026-04-22,2026-04-20,,,月结45天,战略,中,张敏,2026-04-01,Active,PR00071,PR-202604-0071-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,1,2
PO0000300,PO-202604-0300,2026-04-07,SUP-003,德州仪器（TI）中国代理,M0075,PART-4G-MODULE,4G通信模块,380,1151.26,,,,0.13,已收货,2026-04-22,2026-04-14,,,月结30天,战略,中,李娜,2026-04-01,Active,PR00073,PR-202604-0073-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000301,PO-202604-0301,2026-04-07,SUP-003,芯源微电子股份有限公司,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,2166,994.37,,,,0.13,已收货,2026-04-12,2026-04-20,,,月结60天,核心,高,李娜,2026-04-01,Active,PR00074,PR-202604-0074-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000302,PO-202604-0302,2026-04-03,SUP-001,芯源微电子股份有限公司,M0086,PART-ESC-50A-FOC,50A FOC电调,2462,250.44,,,,0.13,已关闭,2026-04-26,2026-04-28,,,月结45天,普通,高,王磊,2026-04-01,Active,PR00075,PR-202604-0075-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000303,PO-202604-0303,2026-04-09,SUP-001,索尼半导体解决方案,M0088,PART-CABLE-ESC-HD,加强型电调线,2462,82.52,,,,0.13,已收货,2026-04-15,2026-04-17,,,月结30天,战略,高,王磊,2026-04-01,Active,PR00077,PR-202604-0077-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000304,PO-202604-0304,2026-04-05,SUP-003,索尼半导体解决方案,M0089,PART-BAT-6S-10000,6S10000mAh智能电池,760,238.51,,,,0.13,执行中,2026-04-22,2026-04-28,,,月结45天,战略,中,李娜,2026-04-01,Active,PR00078,PR-202604-0078-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,1,2
PO0000305,PO-202604-0305,2026-04-07,SUP-001,德州仪器（TI）中国代理,M0110,PART-FPGA-ICE40,ICE40 FPGA,410,359.09,,,,0.13,已关闭,2026-04-18,2026-04-20,,,月结45天,核心,高,王磊,2026-04-01,Active,PR00080,PR-202604-0080-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000306,PO-202604-0306,2026-04-12,SUP-002,索尼半导体解决方案,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,1520,252.14,,,,0.13,执行中,2026-04-15,2026-04-24,,,月结60天,战略,高,陈婷,2026-04-01,Active,PR00081,PR-202604-0081-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,1,3
PO0000307,PO-202604-0307,2026-04-03,SUP-002,意法半导体（ST）亚太区,M0123,RAW-AL-ALLOY,铝合金材料,616,180.16,,,,0.13,已关闭,2026-04-22,2026-04-17,,,月结60天,战略,低,李娜,2026-04-01,Active,PR00083,PR-202604-0083-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,1,2
PO0000308,PO-202604-0308,2026-04-03,SUP-001,索尼半导体解决方案,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,0,1087.94,,,,0.13,已收货,2026-04-22,2026-04-24,,,月结45天,普通,低,陈婷,2026-04-01,Active,PR00086,PR-202604-0086-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,,
PO0000309,PO-202604-0309,2026-04-03,SUP-001,索尼半导体解决方案,M0125,RAW-FR4-CCL,FR4覆铜板,33,1070.72,,,,0.13,已下达,2026-04-22,2026-04-14,,,月结60天,战略,高,王磊,2026-04-01,Active,PR00087,PR-202604-0087-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,1,3
PO0000310,PO-202605-0310,2026-05-03,SUP-002,德州仪器（TI）中国代理,M0022,PART-CAM-FPV,FPV图传相机,600,1162.8,,,,0.13,已收货,2026-05-26,2026-05-14,,,月结30天,核心,高,张敏,2026-05-01,Active,PR00088,PR-202605-0088-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000311,PO-202605-0311,2026-05-09,SUP-002,德州仪器（TI）中国代理,M0023,ASSY-PWR-TQ,高扭矩动力系统总成,648,683.51,,,,0.13,已下达,2026-05-15,2026-05-20,,,月结60天,战略,中,王磊,2026-05-01,Active,PR00089,PR-202605-0089-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,1,2
PO0000312,PO-202605-0312,2026-05-12,SUP-001,芯源微电子股份有限公司,M0025,PART-RC-IND,工业遥控器,600,1111.77,,,,0.13,已收货,2026-05-18,2026-05-20,,,月结30天,普通,中,张敏,2026-05-01,Active,PR00090,PR-202605-0090-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000313,PO-202605-0313,2026-05-07,SUP-002,索尼半导体解决方案,M0026,PART-SPRAYER-16L,16升智能喷洒系统,648,611.1,,,,0.13,已下达,2026-05-12,2026-05-14,,,月结30天,普通,高,李娜,2026-05-01,Active,PR00091,PR-202605-0091-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,1,3
PO0000314,PO-202605-0314,2026-05-09,SUP-003,意法半导体（ST）亚太区,M0027,PART-RADAR-ALT,雷达测高仪,600,25.08,,,,0.13,已关闭,2026-05-18,2026-05-17,,,月结30天,战略,中,张敏,2026-05-01,Active,PR00092,PR-202605-0092-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000315,PO-202605-0315,2026-05-07,SUP-003,意法半导体（ST）亚太区,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,2400,104.88,,,,0.13,已收货,2026-05-26,2026-05-14,,,月结60天,战略,中,陈婷,2026-05-01,Active,PR00093,PR-202605-0093-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000316,PO-202605-0316,2026-05-07,SUP-002,芯源微电子股份有限公司,M0059,PART-DAMPER-HARD,硬质减震球,2592,1038.43,,,,0.13,已下达,2026-05-12,2026-05-28,,,月结45天,核心,高,李娜,2026-05-01,Active,PR00094,PR-202605-0094-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000317,PO-202605-0317,2026-05-05,SUP-003,索尼半导体解决方案,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,3420,777.68,,,,0.13,执行中,2026-05-22,2026-05-17,,,月结60天,战略,中,陈婷,2026-05-01,Active,PR00095,PR-202605-0095-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000318,PO-202605-0318,2026-05-09,SUP-001,索尼半导体解决方案,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,3888,419.34,,,,0.13,已关闭,2026-05-18,2026-05-14,,,月结60天,战略,低,张敏,2026-05-01,Active,PR00096,PR-202605-0096-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,1,2
PO0000319,PO-202605-0319,2026-05-12,SUP-002,芯源微电子股份有限公司,M0088,PART-CABLE-ESC-HD,加强型电调线,3420,644.38,,,,0.13,已关闭,2026-05-12,2026-05-20,,,月结30天,战略,高,张敏,2026-05-01,Active,PR00097,PR-202605-0097-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000320,PO-202605-0320,2026-05-09,SUP-003,意法半导体（ST）亚太区,M0122,RAW-COPPER-WIRE,铜漆包线,540,1106.05,,,,0.13,已关闭,2026-05-22,2026-05-20,,,月结30天,普通,中,李娜,2026-05-01,Active,PR00102,PR-202605-0102-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000321,PO-202605-0321,2026-05-03,SUP-001,芯源微电子股份有限公司,M0116,PART-PCB-2L,2层PCB板,600,605.39,,,,0.13,已收货,2026-05-26,2026-05-24,,,月结30天,普通,低,陈婷,2026-05-01,Active,PR00103,PR-202605-0103-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000322,PO-202605-0322,2026-05-05,SUP-001,德州仪器（TI）中国代理,M0118,PART-MCU-STM32F103,STM32F103控制芯片,570,652.56,,,,0.13,执行中,2026-05-22,2026-05-24,,,月结60天,普通,低,陈婷,2026-05-01,Active,PR00104,PR-202605-0104-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,,
PO0000323,PO-202605-0323,2026-05-12,SUP-002,索尼半导体解决方案,M0125,RAW-FR4-CCL,FR4覆铜板,48,278.99,,,,0.13,执行中,2026-05-15,2026-05-28,,,月结30天,战略,高,王磊,2026-05-01,Active,PR00105,PR-202605-0105-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,1,2
PO0000324,PO-2026B-0324,2026-04-04,SUP-002,索尼半导体解决方案,,PART-RADAR-ALT,雷达测高仪,124,81.12,,,,0.13,执行中,2026-04-04,2026-04-04,,,月结60天,战略,低,王磊,2026-04-04,Active,PR00007,PR-202604-0007-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,2,2
PO0000325,PO-2026B-0325,2026-04-02,SUP-001,意法半导体（ST）亚太区,,PART-4G-MODULE,4G通信模块,86,142.84,,,,0.13,执行中,2026-04-02,2026-04-02,,,月结30天,战略,中,王磊,2026-04-02,Active,PR00010,PR-202604-0010-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,2,3
PO0000326,PO-2026B-0326,2026-04-02,SUP-002,意法半导体（ST）亚太区,,PART-4G-MODULE,4G通信模块,88,549.19,,,,0.13,执行中,2026-04-02,2026-04-02,,,月结45天,普通,中,王磊,2026-04-02,Active,PR00010,PR-202604-0010-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,3,3
PO0000327,PO-2026B-0327,2026-04-08,SUP-002,意法半导体（ST）亚太区,,PART-PROP-1755-CF,1755碳纤维螺旋桨,494,142.59,,,,0.13,已下达,2026-04-08,2026-04-08,,,月结45天,普通,低,王磊,2026-04-08,Active,PR00013,PR-202604-0013-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,2,3
PO0000328,PO-2026B-0328,2026-04-08,SUP-001,意法半导体（ST）亚太区,,PART-PROP-1755-CF,1755碳纤维螺旋桨,494,542.44,,,,0.13,已下达,2026-04-08,2026-04-08,,,月结60天,核心,中,王磊,2026-04-08,Active,PR00013,PR-202604-0013-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,3,3
PO0000329,PO-2026B-0329,2026-05-10,SUP-002,德州仪器（TI）中国代理,,PART-CABLE-ESC-HD,加强型电调线,874,144.93,,,,0.13,执行中,2026-05-10,2026-05-10,,,月结30天,战略,低,张敏,2026-05-10,Active,PR00027,PR-202605-0027-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,2,3
PO0000330,PO-2026B-0330,2026-05-10,SUP-021,德州仪器（TI）中国代理,,PART-CABLE-ESC-HD,加强型电调线,874,83.26,,,,0.13,已下达,2026-05-10,2026-05-10,,,月结60天,核心,低,张敏,2026-05-10,Active,PR00027,PR-202605-0027-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,3,3
PO0000331,PO-2026B-0331,2026-05-06,SUP-003,索尼半导体解决方案,,PART-MCU-STM32H753,STM32H753双核芯片,145,454.6,,,,0.13,已下达,2026-05-06,2026-05-06,,,月结60天,战略,低,王磊,2026-05-06,Active,PR00029,PR-202605-0029-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,2,3
PO0000332,PO-2026B-0332,2026-05-06,SUP-002,索尼半导体解决方案,,PART-MCU-STM32H753,STM32H753双核芯片,147,197.43,,,,0.13,已下达,2026-05-06,2026-05-06,,,月结60天,普通,高,王磊,2026-05-06,Active,PR00029,PR-202605-0029-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,3,3
PO0000333,PO-2026B-0333,2026-05-03,SUP-001,索尼半导体解决方案,,PART-FPGA-ICE40,ICE40 FPGA,219,428.21,,,,0.13,已下达,2026-05-03,2026-05-03,,,月结45天,普通,低,张敏,2026-05-03,Active,PR00031,PR-202605-0031-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,2,2
PO0000334,PO-2026B-0334,2026-05-03,SUP-003,意法半导体（ST）亚太区,,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,874,676.31,,,,0.13,已下达,2026-05-03,2026-05-03,,,月结45天,战略,中,陈婷,2026-05-03,Active,PR00032,PR-202605-0032-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,2,2
PO0000335,PO-2026B-0335,2026-05-04,SUP-021,芯源微电子股份有限公司,,RAW-AL-ALLOY,铝合金材料,230,499.97,,,,0.13,已下达,2026-05-04,2026-05-04,,,月结60天,普通,高,王磊,2026-05-04,Active,PR00035,PR-202605-0035-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,2,3
PO0000336,PO-2026B-0336,2026-05-04,SUP-003,意法半导体（ST）亚太区,,RAW-AL-ALLOY,铝合金材料,230,276.62,,,,0.13,已下达,2026-05-04,2026-05-04,,,月结30天,普通,中,王磊,2026-05-04,Active,PR00035,PR-202605-0035-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,3,3
PO0000337,PO-2026B-0337,2026-04-04,SUP-003,芯源微电子股份有限公司,,PART-MOTOR-5010-PRO,5010重载无刷电机,741,299.93,,,,0.13,执行中,2026-04-04,2026-04-04,,,月结30天,战略,高,王磊,2026-04-04,Active,PR00039,PR-202604-0039-1,10010,武汉农兴农业科技有限公司,SO-202604-00003,武汉农兴农业科技有限公司无人机采购项目,2,2
PO0000338,PO-2026B-0338,2026-04-10,SUP-021,芯源微电子股份有限公司,,PART-ESC-60A,60A电调,843,618.31,,,,0.13,执行中,2026-04-10,2026-04-10,,,月结45天,普通,高,张敏,2026-04-10,Active,PR00040,PR-202604-0040-1,10010,武汉农兴农业科技有限公司,SO-202604-00003,武汉农兴农业科技有限公司无人机采购项目,2,2
PO0000339,PO-2026B-0339,2026-04-10,SUP-021,芯源微电子股份有限公司,,RAW-LIPO-CELL,锂聚合物电芯,337,218.43,,,,0.13,已下达,2026-04-10,2026-04-10,,,月结60天,核心,低,王磊,2026-04-10,Active,PR00047,PR-202604-0047-1,10010,武汉农兴农业科技有限公司,SO-202604-00003,武汉农兴农业科技有限公司无人机采购项目,2,3
PO0000340,PO-2026B-0340,2026-04-10,SUP-002,意法半导体（ST）亚太区,,RAW-LIPO-CELL,锂聚合物电芯,337,639.68,,,,0.13,执行中,2026-04-10,2026-04-10,,,月结60天,核心,中,王磊,2026-04-10,Active,PR00047,PR-202604-0047-1,10010,武汉农兴农业科技有限公司,SO-202604-00003,武汉农兴农业科技有限公司无人机采购项目,3,3
PO0000341,PO-2026B-0341,2026-05-06,SUP-021,索尼半导体解决方案,,PART-MOTOR-5010-PRO,5010重载无刷电机,1710,308.2,,,,0.13,已下达,2026-05-06,2026-05-06,,,月结60天,普通,低,王磊,2026-05-06,Active,PR00052,PR-202605-0052-1,10164,青岛环保环保工程有限公司,SO-202605-00004,青岛环保环保工程有限公司无人机采购项目,2,2
PO0000342,PO-2026B-0342,2026-05-02,SUP-021,德州仪器（TI）中国代理,,PART-MCU-STM32H753,STM32H753双核芯片,300,452.86,,,,0.13,已下达,2026-05-02,2026-05-02,,,月结45天,普通,高,陈婷,2026-05-02,Active,PR00061,PR-202605-0061-1,10164,青岛环保环保工程有限公司,SO-202605-00004,青岛环保环保工程有限公司无人机采购项目,2,2
PO0000343,PO-2026B-0343,2026-05-03,SUP-002,索尼半导体解决方案,,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,760,826.68,,,,0.13,执行中,2026-05-03,2026-05-03,,,月结45天,普通,中,王磊,2026-05-03,Active,PR00064,PR-202605-0064-1,10164,青岛环保环保工程有限公司,SO-202605-00004,青岛环保环保工程有限公司无人机采购项目,2,3
PO0000344,PO-2026B-0344,2026-05-03,SUP-001,德州仪器（TI）中国代理,,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,760,295.1,,,,0.13,执行中,2026-05-03,2026-05-03,,,月结45天,普通,低,王磊,2026-05-03,Active,PR00064,PR-202605-0064-1,10164,青岛环保环保工程有限公司,SO-202605-00004,青岛环保环保工程有限公司无人机采购项目,3,3
PO0000345,PO-2026B-0345,2026-05-04,SUP-002,芯源微电子股份有限公司,,RAW-SI-WAFER-12IN,12英寸硅晶圆,0,479.69,,,,0.13,执行中,2026-05-04,2026-05-04,,,月结60天,普通,中,李娜,2026-05-04,Active,PR00065,PR-202605-0065-1,10164,青岛环保环保工程有限公司,SO-202605-00004,青岛环保环保工程有限公司无人机采购项目,2,2
PO0000346,PO-2026B-0346,2026-04-03,SUP-002,索尼半导体解决方案,,PART-DAMPER-HARD,硬质减震球,821,201.12,,,,0.13,执行中,2026-04-03,2026-04-03,,,月结45天,普通,高,李娜,2026-04-03,Active,PR00071,PR-202604-0071-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,2
PO0000347,PO-2026B-0347,2026-04-10,SUP-003,芯源微电子股份有限公司,,PART-BAT-6S-10000,6S10000mAh智能电池,380,857.09,,,,0.13,执行中,2026-04-10,2026-04-10,,,月结60天,核心,低,张敏,2026-04-10,Active,PR00078,PR-202604-0078-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,2
PO0000348,PO-2026B-0348,2026-04-04,SUP-002,意法半导体（ST）亚太区,,PART-PCB-FC-8L,8层飞控PCB板,205,650.25,,,,0.13,已下达,2026-04-04,2026-04-04,,,月结45天,核心,中,李娜,2026-04-04,Active,PR00079,PR-202604-0079-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,2
PO0000349,PO-2026B-0349,2026-04-04,SUP-021,意法半导体（ST）亚太区,,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,506,609.24,,,,0.13,执行中,2026-04-04,2026-04-04,,,月结60天,核心,低,王磊,2026-04-04,Active,PR00081,PR-202604-0081-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,3
PO0000350,PO-2026B-0350,2026-04-04,SUP-002,德州仪器（TI）中国代理,,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,508,50.25,,,,0.13,执行中,2026-04-04,2026-04-04,,,月结30天,战略,高,王磊,2026-04-04,Active,PR00081,PR-202604-0081-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,3,3
PO0000351,PO-2026B-0351,2026-04-03,SUP-021,索尼半导体解决方案,,RAW-AL-ALLOY,铝合金材料,308,636.36,,,,0.13,已下达,2026-04-03,2026-04-03,,,月结30天,普通,低,王磊,2026-04-03,Active,PR00083,PR-202604-0083-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,2
PO0000352,PO-2026B-0352,2026-04-03,SUP-003,德州仪器（TI）中国代理,,RAW-LIPO-CELL,锂聚合物电芯,127,419.61,,,,0.13,已下达,2026-04-03,2026-04-03,,,月结45天,战略,低,李娜,2026-04-03,Active,PR00084,PR-202604-0084-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,2
PO0000353,PO-2026B-0353,2026-04-04,SUP-001,意法半导体（ST）亚太区,,RAW-FR4-CCL,FR4覆铜板,11,185.06,,,,0.13,执行中,2026-04-04,2026-04-04,,,月结60天,战略,低,张敏,2026-04-04,Active,PR00087,PR-202604-0087-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,2,3
PO0000354,PO-2026B-0354,2026-04-04,SUP-021,芯源微电子股份有限公司,,RAW-FR4-CCL,FR4覆铜板,11,599.67,,,,0.13,已下达,2026-04-04,2026-04-04,,,月结30天,核心,高,张敏,2026-04-04,Active,PR00087,PR-202604-0087-1,10081,深圳影像制作文化传播有限公司,SO-202604-00005,深圳影像制作文化传播有限公司无人机采购项目,3,3
PO0000355,PO-2026B-0355,2026-05-08,SUP-002,芯源微电子股份有限公司,,ASSY-PWR-TQ,高扭矩动力系统总成,324,457.67,,,,0.13,执行中,2026-05-08,2026-05-08,,,月结45天,普通,高,张敏,2026-05-08,Active,PR00089,PR-202605-0089-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,2,2
PO0000356,PO-2026B-0356,2026-05-04,SUP-002,意法半导体（ST）亚太区,,PART-SPRAYER-16L,16升智能喷洒系统,216,155.05,,,,0.13,执行中,2026-05-04,2026-05-04,,,月结45天,普通,高,陈婷,2026-05-04,Active,PR00091,PR-202605-0091-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,2,3
PO0000357,PO-2026B-0357,2026-05-04,SUP-001,芯源微电子股份有限公司,,PART-SPRAYER-16L,16升智能喷洒系统,216,608.0,,,,0.13,已下达,2026-05-04,2026-05-04,,,月结60天,战略,高,陈婷,2026-05-04,Active,PR00091,PR-202605-0091-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,3,3
PO0000358,PO-2026B-0358,2026-05-10,SUP-003,意法半导体（ST）亚太区,,PART-PROP-1755-CF,1755碳纤维螺旋桨,1944,330.09,,,,0.13,已下达,2026-05-10,2026-05-10,,,月结30天,普通,中,张敏,2026-05-10,Active,PR00096,PR-202605-0096-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,2,2
PO0000359,PO-2026B-0359,2026-05-10,SUP-021,德州仪器（TI）中国代理,,RAW-NEODYMIUM,钕铁硼磁性材料,54,48.55,,,,0.13,已下达,2026-05-10,2026-05-10,,,月结45天,普通,中,陈婷,2026-05-10,Active,PR00101,PR-202605-0101-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,2,3
PO0000360,PO-2026B-0360,2026-05-10,SUP-021,德州仪器（TI）中国代理,,RAW-NEODYMIUM,钕铁硼磁性材料,54,627.96,,,,0.13,执行中,2026-05-10,2026-05-10,,,月结30天,核心,低,陈婷,2026-05-10,Active,PR00101,PR-202605-0101-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,3,3
PO0000361,PO-2026B-0361,2026-05-02,SUP-001,意法半导体（ST）亚太区,,RAW-FR4-CCL,FR4覆铜板,24,553.88,,,,0.13,已下达,2026-05-02,2026-05-02,,,月结30天,普通,中,李娜,2026-05-02,Active,PR00105,PR-202605-0105-1,10005,西安惠农农科科技有限公司,SO-202605-00006,西安惠农农科科技有限公司无人机采购项目,2,2
